model,seed,scenario_id,modalities,rho,location,sample_count,accuracy,macro_f1,mae,pearson,selection_score
MISA,44,text_r0.1_early,text,0.1,early,728,0.603021978022,0.58876186346,0.844802640952,0.616293602704,0.714782550669
MISA,44,text_r0.1_middle,text,0.1,middle,728,0.597527472527,0.589987746398,0.827876980918,0.610830175063,0.713737702409
MISA,44,text_r0.1_late,text,0.1,late,728,0.597527472527,0.584592629672,0.87227091707,0.615882576641,0.711170726085
MISA,44,text_r0.2_early,text,0.2,early,728,0.59478021978,0.579283338838,0.8521841011,0.612523683446,0.709573679206
MISA,44,text_r0.2_middle,text,0.2,middle,728,0.583791208791,0.576688453913,0.827871124096,0.605012820364,0.706251888051
MISA,44,text_r0.2_late,text,0.2,late,728,0.597527472527,0.585792541532,0.878223406386,0.61254678813,0.710805710098
MISA,44,text_r0.3_early,text,0.3,early,728,0.581043956044,0.564720654919,0.876002903158,0.591496549232,0.69887810043
MISA,44,text_r0.3_middle,text,0.3,middle,728,0.585164835165,0.579199201453,0.824221478222,0.602748381492,0.707091995248
MISA,44,text_r0.3_late,text,0.3,late,728,0.601648351648,0.589494965779,0.866540480825,0.613837019327,0.713409603405
MISA,44,text_r0.4_early,text,0.4,early,728,0.57967032967,0.563866015096,0.883749533946,0.58040066008,0.696611271454
MISA,44,text_r0.4_middle,text,0.4,middle,728,0.578296703297,0.573047214795,0.830995563848,0.600068989793,0.703219788087
MISA,44,text_r0.4_late,text,0.4,late,728,0.590659340659,0.580210001796,0.863138126967,0.609600994773,0.707953371337
MISA,44,text_r0.5_early,text,0.5,early,728,0.565934065934,0.548839686048,0.900664863473,0.563724388622,0.686631283929
MISA,44,text_r0.5_middle,text,0.5,middle,728,0.556318681319,0.550758257559,0.83719428643,0.58157792189,0.689583379688
MISA,44,text_r0.5_late,text,0.5,late,728,0.57967032967,0.569480288819,0.87612103896,0.589769455218,0.699503793235
MISA,44,audio_r0.1_early,audio,0.1,early,728,0.604395604396,0.594555215496,0.833279265981,0.618825840288,0.717370965593
MISA,44,audio_r0.1_middle,audio,0.1,middle,728,0.604395604396,0.594555215496,0.833590417036,0.618780564646,0.71735234151
MISA,44,audio_r0.1_late,audio,0.1,late,728,0.604395604396,0.594555215496,0.833285963101,0.618812011318,0.717368957925
MISA,44,audio_r0.2_early,audio,0.2,early,728,0.604395604396,0.594555215496,0.833366771044,0.618816606626,0.717366165341
MISA,44,audio_r0.2_middle,audio,0.2,middle,728,0.604395604396,0.594555215496,0.833635463492,0.618759146369,0.71734778729
MISA,44,audio_r0.2_late,audio,0.2,late,728,0.604395604396,0.594438726523,0.833333284645,0.618787943232,0.71733485544
MISA,44,audio_r0.3_early,audio,0.3,early,728,0.604395604396,0.594555215496,0.833511775984,0.618767496632,0.717353984719
MISA,44,audio_r0.3_middle,audio,0.3,middle,728,0.603021978022,0.5931953634,0.833915438882,0.618669706577,0.716641572058
MISA,44,audio_r0.3_late,audio,0.3,late,728,0.604395604396,0.594438726523,0.833445076104,0.618764702519,0.717327292374
MISA,44,audio_r0.4_early,audio,0.4,early,728,0.604395604396,0.594555215496,0.83372078006,0.618709907684,0.717338077598
MISA,44,audio_r0.4_middle,audio,0.4,middle,728,0.604395604396,0.594438726523,0.834384932572,0.618586365738,0.71726583959
MISA,44,audio_r0.4_late,audio,0.4,late,728,0.604395604396,0.594438726523,0.833685204765,0.618743444692,0.717314629784
MISA,44,audio_r0.5_early,audio,0.5,early,728,0.604395604396,0.594438726523,0.834393527891,0.618544744065,0.717260278742
MISA,44,audio_r0.5_middle,audio,0.5,middle,728,0.604395604396,0.594438726523,0.835189778706,0.618425870117,0.717212242382
MISA,44,audio_r0.5_late,audio,0.5,late,728,0.604395604396,0.594438726523,0.834515063348,0.618662725489,0.717269962443
MISA,44,vision_r0.1_early,vision,0.1,early,728,0.604395604396,0.593825113194,0.834837713443,0.619485695261,0.717205986578
MISA,44,vision_r0.1_middle,vision,0.1,middle,728,0.603021978022,0.592821853922,0.836321873253,0.618842489705,0.71646952448
MISA,44,vision_r0.1_late,vision,0.1,late,728,0.605769230769,0.595921458381,0.834423596377,0.618717623842,0.717994725419
MISA,44,vision_r0.2_early,vision,0.2,early,728,0.607142857143,0.596182196867,0.837678016573,0.619493432148,0.71836469183
MISA,44,vision_r0.2_middle,vision,0.2,middle,728,0.604395604396,0.594066729735,0.838240372037,0.618715260402,0.717028308915
MISA,44,vision_r0.2_late,vision,0.2,late,728,0.604395604396,0.594795980911,0.836182910325,0.618546702407,0.717275279531
MISA,44,vision_r0.3_early,vision,0.3,early,728,0.611263736264,0.599911297852,0.840952376252,0.619069483858,0.720137761667
MISA,44,vision_r0.3_middle,vision,0.3,middle,728,0.601648351648,0.590039905297,0.839713599461,0.618613435612,0.715260677044
MISA,44,vision_r0.3_late,vision,0.3,late,728,0.601648351648,0.59182285746,0.83688216243,0.618222336475,0.715775504235
MISA,44,vision_r0.4_early,vision,0.4,early,728,0.608516483516,0.59704039483,0.844903674243,0.618131034987,0.7184512792
MISA,44,vision_r0.4_middle,vision,0.4,middle,728,0.603021978022,0.591148972948,0.842940418326,0.618130799658,0.71568657027
MISA,44,vision_r0.4_late,vision,0.4,late,728,0.600274725275,0.58957860659,0.839695560551,0.617804329964,0.714701559189
MISA,44,vision_r0.5_early,vision,0.5,early,728,0.607142857143,0.594922198535,0.850275452801,0.617243180645,0.717243517633
MISA,44,vision_r0.5_middle,vision,0.5,middle,728,0.597527472527,0.585645625488,0.845172080836,0.616778080791,0.712675031235
MISA,44,vision_r0.5_late,vision,0.5,late,728,0.600274725275,0.588656913267,0.842100482997,0.617556598363,0.714339964306
MISA,44,text+audio_r0.3_early,text+audio,0.3,early,728,0.582417582418,0.565857505824,0.876182722378,0.591423796417,0.69948913318
MISA,44,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.585164835165,0.579199201453,0.824887345064,0.602541325838,0.70703836884
MISA,44,text+audio_r0.3_late,text+audio,0.3,late,728,0.601648351648,0.589494965779,0.866731425655,0.613779169583,0.713394416152
MISA,44,text+vision_r0.3_early,text+vision,0.3,early,728,0.587912087912,0.570116299081,0.882796450794,0.592133295166,0.701740573194
MISA,44,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.586538461538,0.579757163672,0.829546228696,0.602437239125,0.707314134998
MISA,44,text+vision_r0.3_late,text+vision,0.3,late,728,0.601648351648,0.588765159841,0.87006319652,0.612783080063,0.712948629692
MISA,44,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.611263736264,0.599911297852,0.84124420879,0.619012440929,0.720118471612
MISA,44,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.601648351648,0.590039905297,0.840569051515,0.618406994449,0.715199228063
MISA,44,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.601648351648,0.59182285746,0.837104313239,0.618158065085,0.715758214028
